Sale_Price,Gr_Liv_Area,Garage_Type,Garage_Cars,Garage_Area,Street,Utilities,Pool_Area,Neighborhood,Screen_Porch,Overall_Qual,Lot_Area,Lot_Frontage,MS_SubClass,Misc_Val,Open_Porch_SF,TotRms_AbvGrd,First_Flr_SF,Second_Flr_SF,Year_Built
147000,912,Detchd,2,576,Pave,AllPub,0,North_Ames,0,Average,8872,72,One_Story_1946_and_Newer_All_Styles,0,240,5,912,0,1965
135000,925,Detchd,2,576,Pave,AllPub,0,North_Ames,0,Average,8125,65,One_Story_1946_and_Newer_All_Styles,0,0,5,925,0,1965
142600,1728,Detchd,2,576,Pave,AllPub,0,North_Ames,0,Average,13101,74,Duplex_All_Styles_and_Ages,0,0,10,1728,0,1965
135000,1656,Detchd,2,506,Pave,AllPub,0,Northwest_Ames,0,Average,9246,87,Duplex_All_Styles_and_Ages,0,211,8,1656,0,1973
173000,1632,Attchd,2,484,Pave,AllPub,0,Northwest_Ames,0,Above_Average,9130,0,Two_Story_1946_and_Newer,0,40,7,800,832,1966
176000,1978,Attchd,2,486,Pave,AllPub,0,Northwest_Ames,0,Good,9900,0,Two_Story_1946_and_Newer,0,43,9,1098,880,1968
135750,952,Detchd,1,283,Pave,AllPub,0,North_Ames,0,Below_Average,8475,0,One_Story_1946_and_Newer_All_Styles,0,0,4,952,0,1956
174900,1165,Attchd,2,490,Pave,AllPub,0,North_Ames,0,Above_Average,9020,82,Split_or_Multilevel,0,129,6,1165,0,1966
153000,1118,Attchd,1,264,Pave,AllPub,0,North_Ames,0,Average,11332,0,One_Story_1946_and_Newer_All_Styles,0,0,6,1118,0,1960
52000,729,No_Garage,0,0,Pave,AllPub,0,Brookside,0,Fair,4130,56,One_Story_1945_and_Older,0,0,5,729,0,1935
165500,1661,BuiltIn,1,377,Pave,AllPub,0,North_Ames,178,Above_Average,9600,80,Split_or_Multilevel,0,28,8,1661,0,1955
139950,1144,Attchd,2,456,Pave,AllPub,0,North_Ames,0,Average,7875,75,One_Story_1946_and_Newer_All_Styles,0,0,6,1144,0,1961
165000,1431,Basment,1,296,Pave,AllPub,0,North_Ames,0,Above_Average,9150,101,Split_or_Multilevel,0,110,6,1431,0,1962
227000,1988,Attchd,2,480,Pave,AllPub,0,North_Ames,0,Above_Average,14670,90,Two_Story_1946_and_Newer,0,230,9,1104,884,1966
185000,1440,Attchd,1,480,Pave,AllPub,0,North_Ames,256,Average,9840,82,One_Story_1946_and_Newer_All_Styles,0,0,7,1440,0,1959
130000,950,Detchd,2,400,Pave,AllPub,0,North_Ames,0,Average,12774,0,One_Story_1946_and_Newer_All_Styles,0,32,5,950,0,1953
100000,1764,Attchd,1,301,Pave,AllPub,0,North_Ames,0,Average,8838,71,One_Story_1946_and_Newer_All_Styles,0,72,7,1764,0,1957
89900,869,Detchd,1,390,Pave,AllPub,0,Old_Town,0,Below_Average,10122,60,One_Story_1946_and_Newer_All_Styles,0,0,3,869,0,1948
114000,1159,Detchd,1,288,Pave,AllPub,0,Old_Town,0,Average,7506,45,One_and_Half_Story_Finished_All_Ages,0,0,5,747,412,1925
171000,1716,Attchd,2,490,Pave,AllPub,0,North_Ames,120,Above_Average,9247,70,Two_Story_1946_and_Newer,0,84,8,858,858,1962
242000,2069,Attchd,2,505,Pave,AllPub,0,North_Ames,0,Good,27650,313,One_Story_1946_and_Newer_All_Styles,0,0,9,2069,0,1960
98300,1048,Detchd,2,420,Pave,AllPub,0,North_Ames,0,Average,7200,60,One_Story_1946_and_Newer_All_Styles,0,27,7,1048,0,1950
127500,1278,Attchd,1,240,Pave,AllPub,0,North_Ames,0,Above_Average,7200,60,One_and_Half_Story_Finished_All_Ages,0,0,6,854,424,1954
130000,1800,No_Garage,0,0,Pave,AllPub,0,North_Ames,0,Average,8513,113,Duplex_All_Styles_and_Ages,0,0,10,1800,0,1961
167900,1611,Attchd,2,442,Pave,AllPub,0,North_Ames,189,Above_Average,9760,80,Two_Story_1946_and_Newer,0,128,7,798,813,1964
143000,1133,Detchd,1,308,Pave,AllPub,0,Old_Town,0,Above_Average,9836,56,One_Story_1946_and_Newer_All_Styles,0,175,7,1133,0,2008
157500,1539,Detchd,2,686,Pave,AllPub,0,Old_Town,0,Average,10440,60,Two_Story_1945_and_Older,0,78,8,958,581,1904
256000,NA,Detchd,2,520,Pave,AllPub,0,Old_Town,480,Above_Average,10440,60,One_and_Half_Story_Finished_All_Ages,1150,547,8,1584,1208,1920
64000,672,Detchd,1,256,Pave,AllPub,0,Old_Town,0,Average,4800,60,One_Story_1945_and_Older,0,0,4,672,0,1940
139500,1456,Detchd,1,308,Pave,AllPub,0,Old_Town,0,Above_Average,6000,60,Two_and_Half_Story_All_Ages,0,0,7,728,728,1915
118000,1594,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Below_Average,11426,63,Two_Family_conversion_All_Styles_and_Ages,0,172,9,828,658,1910
120000,1027,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Good,5400,60,One_Story_1945_and_Older,0,28,5,1027,0,1920
155000,1436,Detchd,2,828,Pave,AllPub,0,Old_Town,0,Above_Average,10800,60,Two_Family_conversion_All_Styles_and_Ages,0,0,8,884,552,1940
95000,1080,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Average,5914,44,One_and_Half_Story_Finished_All_Ages,0,165,5,684,396,1890
140000,1499,Detchd,3,869,Pave,AllPub,0,Old_Town,0,Average,9000,75,One_and_Half_Story_Finished_All_Ages,0,20,5,904,595,1946
46500,NA,Detchd,1,297,Pave,AllPub,0,Old_Town,0,Poor,7311,62,One_Story_1946_and_Newer_All_Styles,0,0,3,407,0,1946
107900,901,Detchd,1,281,Pave,AllPub,0,Old_Town,0,Below_Average,6000,50,One_Story_1946_and_Newer_All_Styles,0,0,4,901,0,1954
65000,1588,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Fair,12205,103,One_Story_1946_and_Newer_All_Styles,0,0,6,1588,0,1949
295000,3493,Attchd,3,870,Pave,AllPub,0,Old_Town,0,Good,18386,87,Two_and_Half_Story_All_Ages,0,0,10,1675,1818,1880
139500,1627,Detchd,2,420,Pave,AllPub,0,Old_Town,0,Average,9142,69,Two_Family_conversion_All_Styles_and_Ages,0,0,10,830,797,1900
129400,NA,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Average,6000,60,Two_Story_1945_and_Older,0,77,7,884,656,1905
161000,1378,Detchd,2,360,Pave,AllPub,0,Old_Town,0,Good,9600,60,Two_Story_1945_and_Older,0,0,7,689,689,1928
116900,1111,Detchd,1,288,Pave,AllPub,0,Old_Town,0,Good,5700,0,One_and_Half_Story_Finished_All_Ages,0,0,5,572,539,1926
184000,NA,Detchd,2,342,Pave,AllPub,0,Old_Town,0,Good,10800,60,Two_Story_1945_and_Older,0,299,10,1313,1182,1890
131500,NA,Attchd,1,352,Pave,AllPub,0,Old_Town,0,Average,12150,81,One_and_Half_Story_Finished_All_Ages,0,0,7,1050,745,1954
97000,882,Detchd,1,308,Pave,AllPub,0,Old_Town,0,Average,12702,70,One_Story_1946_and_Newer_All_Styles,0,45,4,882,0,1956
138000,1143,Detchd,1,288,Pave,AllPub,0,Brookside,0,Average,7111,55,One_Story_1945_and_Older,0,0,5,1143,0,1928
79500,935,Detchd,1,308,Pave,AllPub,0,Brookside,0,Average,9100,50,One_Story_with_Finished_Attic_All_Ages,600,0,4,779,0,1930
124000,NA,Detchd,1,240,Pave,AllPub,0,Brookside,0,Average,5000,50,One_and_Half_Story_Finished_All_Ages,0,0,6,832,378,1941
106900,NA,Detchd,1,200,Pave,AllPub,0,Brookside,0,Above_Average,5870,59,Two_Story_1945_and_Older,400,112,6,736,554,1900
157000,1497,Detchd,1,672,Pave,AllPub,0,Brookside,0,Above_Average,6000,50,One_and_Half_Story_Finished_All_Ages,0,0,5,825,672,1937
79000,NA,Detchd,1,280,Pave,AllPub,0,Brookside,0,Below_Average,5940,99,One_Story_1946_and_Newer_All_Styles,0,0,4,896,0,1946
123000,1136,Detchd,1,336,Pave,AllPub,0,Brookside,0,Below_Average,6240,52,One_and_Half_Story_Finished_All_Ages,0,365,6,624,512,1929
150000,NA,Detchd,2,400,Pave,AllPub,0,Brookside,0,Good,6240,52,One_and_Half_Story_Finished_All_Ages,0,20,7,1245,764,1939
123500,1902,Detchd,2,576,Pave,AllPub,0,Old_Town,0,Average,6120,51,Two_Story_1945_and_Older,0,139,7,1226,676,1923
129900,1774,Detchd,2,468,Pave,AllPub,0,Old_Town,0,Good,6120,51,One_and_Half_Story_Finished_All_Ages,0,0,8,1022,752,1931
127000,1285,Detchd,1,240,Pave,AllPub,0,Brookside,0,Average,8635,50,One_and_Half_Story_Finished_All_Ages,0,0,6,1072,213,1948
184000,1820,Detchd,1,240,Pave,AllPub,0,Brookside,0,Good,9120,60,One_and_Half_Story_Finished_All_Ages,0,100,8,1133,687,1925
162500,1716,Detchd,2,672,Pave,AllPub,0,Brookside,0,Above_Average,9144,60,One_and_Half_Story_Finished_All_Ages,0,195,8,1170,546,1915
160000,1984,Detchd,1,360,Pave,AllPub,0,Old_Town,0,Above_Average,8094,57,Two_Story_1946_and_Newer,1000,0,8,1242,742,1910
136000,1536,Detchd,1,308,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Above_Average,10266,60,Two_Story_1945_and_Older,0,216,7,768,768,1952
89500,1406,No_Garage,0,0,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Above_Average,7920,0,One_and_Half_Story_Finished_All_Ages,0,144,6,1035,371,1920
79900,1198,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Above_Average,5586,60,One_and_Half_Story_Finished_All_Ages,0,98,7,1088,110,1920
85000,759,Detchd,2,576,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Average,10320,60,One_Story_1945_and_Older,0,0,5,759,0,1912
124000,1054,Detchd,1,240,Pave,AllPub,0,Sawyer,0,Average,9488,82,One_Story_1946_and_Newer_All_Styles,0,60,6,1054,0,1947
134432,1588,Detchd,2,680,Pave,AllPub,0,Clear_Creek,0,Below_Average,17120,80,One_and_Half_Story_Finished_All_Ages,0,59,7,1120,468,1959
145000,992,Attchd,1,294,Pave,AllPub,0,Sawyer,0,Average,10265,68,One_Story_1946_and_Newer_All_Styles,600,0,6,992,0,1967
130000,894,Attchd,2,450,Pave,AllPub,0,Sawyer,0,Average,9764,57,One_Story_1946_and_Newer_All_Styles,0,0,5,894,0,1967
153000,1034,Basment,2,504,Pave,AllPub,0,Sawyer,0,Above_Average,7703,0,Split_Foyer,0,0,6,1034,0,1978
108959,1258,CarPort,2,400,Pave,AllPub,0,Sawyer,0,Below_Average,12900,60,Duplex_All_Styles_and_Ages,0,0,6,1258,0,1969
149350,1228,Attchd,1,271,Pave,AllPub,0,Sawyer,0,Average,8544,0,One_Story_1946_and_Newer_All_Styles,0,65,6,1228,0,1966
235000,NA,Attchd,2,564,Pave,AllPub,0,Clear_Creek,0,Above_Average,13500,0,One_Story_1946_and_Newer_All_Styles,0,0,4,1252,0,1960
173000,1291,Attchd,2,431,Pave,AllPub,0,Clear_Creek,0,Above_Average,2887,0,One_Story_PUD_1946_and_Newer,0,0,6,1291,0,1996
192000,2022,Attchd,2,505,Pave,AllPub,0,Clear_Creek,0,Good,10005,83,Two_Story_1946_and_Newer,0,117,8,1156,866,1977
155000,1094,Attchd,2,495,Pave,AllPub,0,Edwards,287,Above_Average,10452,85,One_Story_1946_and_Newer_All_Styles,0,0,5,1094,0,1953
119000,1367,Detchd,1,384,Pave,AllPub,0,Edwards,0,Average,8405,50,One_and_Half_Story_Finished_All_Ages,0,130,7,961,406,1900
79000,1096,No_Garage,0,0,Pave,AllPub,0,Edwards,0,Above_Average,9600,60,One_and_Half_Story_Finished_All_Ages,0,8,5,572,524,1924
95000,NA,Detchd,1,200,Pave,AllPub,0,Edwards,0,Average,9084,60,One_and_Half_Story_Finished_All_Ages,0,0,5,616,495,1941
475000,2276,Attchd,3,1348,Pave,AllPub,0,College_Creek,255,Excellent,11778,91,One_Story_1946_and_Newer_All_Styles,0,0,7,2276,0,2008
395039,1766,Attchd,3,874,Pave,AllPub,0,College_Creek,0,Excellent,11778,91,One_Story_1946_and_Newer_All_Styles,0,36,8,1766,0,2008
195000,1643,Attchd,2,438,Pave,AllPub,0,Clear_Creek,0,Above_Average,11500,0,One_Story_1946_and_Newer_All_Styles,0,0,6,1643,0,1966
200000,1688,Attchd,2,603,Pave,AllPub,0,Clear_Creek,0,Above_Average,12798,79,Two_Story_1946_and_Newer,400,114,8,616,1072,1997
144000,1099,Attchd,1,352,Pave,AllPub,0,College_Creek,0,Average,9525,75,One_Story_1946_and_Newer_All_Styles,0,0,6,1099,0,1995
145000,990,Detchd,2,672,Pave,AllPub,0,College_Creek,0,Average,9245,57,One_Story_1946_and_Newer_All_Styles,0,0,5,990,0,1994
188000,1724,Attchd,2,527,Pave,AllPub,0,College_Creek,0,Good,8924,57,Two_Story_1946_and_Newer,0,155,8,880,844,1998
235000,1823,Attchd,2,626,Pave,AllPub,0,College_Creek,0,Good,12192,75,Two_Story_1946_and_Newer,4500,36,6,928,895,2000
147000,1026,Detchd,2,576,Pave,AllPub,0,College_Creek,0,Above_Average,10970,0,Split_or_Multilevel,0,0,5,1026,0,1978
127000,NA,Detchd,1,352,Pave,AllPub,0,College_Creek,0,Average,7180,60,One_Story_1946_and_Newer_All_Styles,0,0,5,864,0,1972
230000,1795,Attchd,2,534,Pave,AllPub,0,College_Creek,0,Very_Good,9742,75,One_Story_1946_and_Newer_All_Styles,0,159,7,1795,0,2002
230500,2161,Attchd,2,570,Pave,AllPub,0,College_Creek,0,Good,10400,0,Two_Story_1946_and_Newer,0,84,8,1290,871,2001
230000,1852,Attchd,3,660,Pave,AllPub,0,College_Creek,0,Very_Good,9066,73,Two_Story_1946_and_Newer,0,106,7,1004,848,1999
287000,2263,BuiltIn,2,905,Pave,AllPub,0,College_Creek,189,Very_Good,9240,0,Two_Story_1946_and_Newer,0,45,7,1055,1208,2001
210000,NA,Attchd,2,493,Pave,AllPub,0,College_Creek,0,Good,8750,70,Two_Story_1946_and_Newer,0,133,8,933,975,1994
186500,1445,Attchd,2,470,Pave,AllPub,0,College_Creek,0,Good,9750,75,One_Story_1946_and_Newer_All_Styles,0,35,6,1445,0,2004
185900,1582,Attchd,2,520,Pave,AllPub,0,College_Creek,0,Good,8320,64,Two_Story_1946_and_Newer,0,45,6,770,812,2004
193000,1361,Attchd,2,610,Pave,AllPub,0,College_Creek,0,Good,9627,74,One_Story_1946_and_Newer_All_Styles,0,50,6,1361,0,2007
149000,848,Attchd,2,420,Pave,AllPub,0,College_Creek,0,Above_Average,4438,0,One_Story_PUD_1946_and_Newer,0,0,3,848,0,2004
147500,1256,Attchd,1,276,Pave,AllPub,0,Edwards,0,Average,9937,75,One_Story_1946_and_Newer_All_Styles,0,68,6,1256,0,1965
165000,1033,BuiltIn,2,504,Pave,AllPub,0,Edwards,0,Average,12102,64,Split_Foyer,0,0,6,1033,0,1976
137500,1181,Detchd,2,588,Pave,AllPub,0,Edwards,0,Below_Average,10012,90,Split_Foyer,0,0,6,1181,0,1972
147000,1117,Attchd,2,542,Pave,AllPub,0,Edwards,0,Above_Average,9638,0,Split_or_Multilevel,0,0,6,1117,0,1977
160500,1398,Attchd,2,440,Pave,AllPub,0,Edwards,0,Above_Average,7200,72,Two_Story_1946_and_Newer,0,0,6,684,714,1976
160000,5642,Attchd,2,1418,Pave,AllPub,480,Edwards,0,Very_Excellent,63887,313,Two_Story_1946_and_Newer,0,292,12,4692,950,2008
82000,1152,No_Garage,0,0,Pave,AllPub,0,Edwards,0,Below_Average,6012,65,Duplex_All_Styles_and_Ages,0,0,6,1152,0,1955
82500,1152,No_Garage,0,0,Pave,AllPub,0,Edwards,0,Below_Average,6845,74,Duplex_All_Styles_and_Ages,0,0,6,1152,0,1955
120000,1053,No_Garage,0,0,Pave,AllPub,0,Edwards,0,Average,12180,60,One_and_Half_Story_Finished_All_Ages,0,0,5,585,468,1938
99000,930,Attchd,1,286,Pave,AllPub,0,Edwards,0,Below_Average,9520,68,One_Story_1946_and_Newer_All_Styles,3000,0,5,930,0,1953
135000,1470,Detchd,1,548,Pave,AllPub,0,Edwards,156,Below_Average,8172,60,One_and_Half_Story_Finished_All_Ages,0,0,7,997,473,1954
108000,1292,Detchd,1,205,Pave,AllPub,0,Edwards,0,Below_Average,5142,67,One_Story_1945_and_Older,0,0,6,949,343,1923
135900,1716,No_Garage,0,0,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Average,5687,55,Two_Family_conversion_All_Styles_and_Ages,0,184,9,936,780,1912
140000,1482,Detchd,1,400,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Above_Average,12155,0,Two_Story_1945_and_Older,0,0,7,810,672,1925
179500,2192,Detchd,1,240,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Average,8400,60,Two_and_Half_Story_All_Ages,0,24,8,1052,720,1939
130000,1964,No_Garage,0,0,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Average,8525,55,Two_Story_1945_and_Older,0,192,7,1024,940,1911
189000,2601,BuiltIn,2,621,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Average,9842,51,Two_Story_1945_and_Older,0,0,8,990,1611,1921
161900,1920,Detchd,2,480,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Above_Average,7804,64,Duplex_All_Styles_and_Ages,0,0,10,960,960,1930
145000,1316,Detchd,1,369,Pave,AllPub,0,Crawford,192,Above_Average,8969,66,Two_Story_1945_and_Older,0,0,6,672,644,1926
191000,2555,Detchd,2,672,Pave,AllPub,0,Crawford,0,Above_Average,11526,79,Two_Story_1945_and_Older,0,0,11,1423,748,1922
177000,1680,Attchd,1,308,Pave,AllPub,0,Crawford,0,Above_Average,15576,63,Two_Story_1945_and_Older,0,0,8,840,840,1915
149000,1502,Attchd,1,270,Pave,AllPub,0,Crawford,0,Good,7200,60,Two_Story_1945_and_Older,0,0,6,851,651,1931
236500,NA,Attchd,2,484,Pave,AllPub,0,Crawford,0,Average,26073,56,One_Story_1946_and_Newer_All_Styles,0,51,7,1898,0,1956
120000,1090,Detchd,1,240,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Above_Average,6000,60,One_and_Half_Story_Finished_All_Ages,0,0,5,760,330,1940
120500,NA,Detchd,1,432,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Above_Average,5890,0,One_Story_1945_and_Older,0,0,5,816,0,1930
120500,NA,Detchd,1,924,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Average,6900,71,One_Story_1945_and_Older,0,25,4,778,0,1940
126000,1656,Attchd,1,288,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,100,Average,6000,75,Split_or_Multilevel,0,180,7,1092,564,1967
99500,912,Detchd,1,360,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Average,7392,60,One_Story_1945_and_Older,0,90,5,912,0,1930
89000,1361,Detchd,1,185,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Below_Average,5280,60,Two_Story_1945_and_Older,0,123,6,825,536,1895
81000,894,Detchd,3,1248,Grvl,AllPub,0,Iowa_DOT_and_Rail_Road,0,Fair,18000,120,One_Story_1945_and_Older,560,20,6,894,0,1935
294464,1648,Attchd,2,525,Pave,AllPub,0,Crawford,0,Very_Good,3843,44,One_Story_PUD_1946_and_Newer,0,53,5,1648,0,2007
250000,NA,Attchd,2,482,Pave,AllPub,0,Crawford,155,Good,3811,44,One_Story_PUD_1946_and_Newer,0,53,5,1646,0,2004
300000,2032,Attchd,3,786,Pave,AllPub,0,Mitchell,0,Good,23730,0,One_Story_1946_and_Newer_All_Styles,0,46,7,2032,0,1996
213000,1820,Attchd,3,816,Pave,AllPub,0,Mitchell,0,Good,11050,0,Two_Story_1946_and_Newer,0,32,8,910,910,1996
171000,1118,Attchd,1,358,Pave,AllPub,576,Mitchell,0,Above_Average,9880,76,Split_or_Multilevel,0,0,6,1118,0,1977
100000,1872,Attchd,2,484,Pave,AllPub,0,Mitchell,0,Average,10260,76,Duplex_All_Styles_and_Ages,0,0,8,936,936,1976
264966,1780,Attchd,2,612,Pave,AllPub,0,Timberland,0,Very_Good,12852,107,Two_Story_1946_and_Newer,0,192,6,920,860,2007
172500,1442,BuiltIn,2,400,Pave,AllPub,0,Timberland,0,Average,9802,73,Split_or_Multilevel,0,0,6,712,730,2006
184000,1651,Attchd,2,616,Pave,AllPub,0,Timberland,0,Above_Average,12416,47,One_Story_1946_and_Newer_All_Styles,0,0,7,1651,0,1986
232500,1440,Attchd,2,467,Pave,AllPub,0,Timberland,0,Very_Good,11202,82,One_Story_1946_and_Newer_All_Styles,0,95,7,1440,0,2003
305000,2262,Attchd,3,749,Pave,AllPub,0,Timberland,0,Very_Good,12244,85,Two_Story_1946_and_Newer,0,0,10,1482,780,2003
370000,1964,Attchd,3,892,Pave,AllPub,0,Timberland,0,Very_Good,11447,85,One_Story_1946_and_Newer_All_Styles,0,265,7,1964,0,2005
160500,1189,Attchd,2,392,Pave,AllPub,0,Mitchell,0,Above_Average,4500,32,One_Story_PUD_1946_and_Newer,0,122,4,1189,0,1997
94900,988,BuiltIn,1,297,Pave,AllPub,0,Meadow_Village,0,Below_Average,1596,21,PUD_Multilevel_Split_Level_Foyer,0,101,4,526,462,1973
81000,630,No_Garage,0,0,Pave,AllPub,0,Meadow_Village,0,Below_Average,1890,21,PUD_Multilevel_Split_Level_Foyer,0,0,3,630,0,1972
113000,988,Attchd,2,520,Pave,AllPub,0,Mitchell,0,Average,21750,100,One_Story_1946_and_Newer_All_Styles,0,0,4,988,0,1954
128500,816,Attchd,1,264,Pave,AllPub,0,Mitchell,0,Average,6490,59,One_Story_1946_and_Newer_All_Styles,0,0,4,816,0,1983
167000,1277,Attchd,2,526,Pave,AllPub,0,North_Ames,176,Good,10628,85,One_Story_1946_and_Newer_All_Styles,0,0,5,1277,0,1970
268000,2217,Attchd,2,621,Pave,AllPub,0,North_Ames,224,Very_Good,15865,95,One_Story_1946_and_Newer_All_Styles,0,207,8,2217,0,1970
176000,1253,Attchd,2,402,Pave,AllPub,0,Gilbert,0,Good,7875,63,One_Story_1946_and_Newer_All_Styles,0,21,6,1253,0,1995
204000,2299,Attchd,2,482,Pave,AllPub,0,Gilbert,0,Above_Average,7500,60,Two_Story_1946_and_Newer,0,30,7,957,1342,1999
168000,1642,Attchd,2,392,Pave,AllPub,0,Gilbert,0,Above_Average,7655,0,Two_Story_1946_and_Newer,0,84,7,910,732,1993
170000,1088,Attchd,2,461,Pave,AllPub,0,Stone_Brook,0,Very_Good,3696,0,One_Story_PUD_1946_and_Newer,0,74,5,1088,0,1986
207500,NA,Attchd,2,577,Pave,AllPub,0,Stone_Brook,0,Good,5062,0,Two_Story_PUD_1946_and_Newer,0,0,6,1190,900,1984
182000,1179,Attchd,2,480,Pave,AllPub,0,Stone_Brook,135,Very_Good,4740,38,One_Story_PUD_1946_and_Newer,0,108,5,1179,0,1988
377426,1922,Attchd,3,676,Pave,AllPub,0,Stone_Brook,0,Excellent,14157,86,One_Story_1946_and_Newer_All_Styles,0,51,8,1922,0,2005
591587,2338,Attchd,3,1110,Pave,AllPub,0,Stone_Brook,322,Excellent,51974,52,One_Story_1946_and_Newer_All_Styles,0,135,8,2338,0,2006
441929,2234,Attchd,2,724,Pave,AllPub,0,Stone_Brook,0,Very_Good,14082,85,One_Story_1946_and_Newer_All_Styles,0,80,7,2234,0,2006
455000,2042,Attchd,3,724,Pave,AllPub,0,Stone_Brook,174,Very_Excellent,13870,81,One_Story_1946_and_Newer_All_Styles,0,52,8,2042,0,2006
151500,1177,Attchd,2,495,Pave,AllPub,0,Northwest_Ames,0,Above_Average,11850,79,One_Story_1946_and_Newer_All_Styles,0,103,6,1177,0,1984
192350,1353,Attchd,2,478,Pave,AllPub,0,Northwest_Ames,0,Above_Average,10400,80,One_Story_1946_and_Newer_All_Styles,0,141,5,1353,0,1979
175000,1743,Attchd,2,539,Pave,AllPub,0,Northwest_Ames,0,Above_Average,11700,90,Two_Story_1946_and_Newer,0,0,7,1041,702,1968
139000,1109,BuiltIn,1,288,Pave,AllPub,0,North_Ames,0,Average,10500,70,Split_or_Multilevel,0,0,5,576,533,1971
155000,1422,Detchd,2,576,Pave,AllPub,0,North_Ames,0,Average,9457,63,One_Story_1946_and_Newer_All_Styles,0,0,7,1422,0,1970
133000,914,Attchd,1,368,Pave,AllPub,0,North_Ames,0,Average,7920,66,One_Story_1946_and_Newer_All_Styles,0,0,5,914,0,1970
128000,914,Basment,1,270,Pave,AllPub,0,North_Ames,0,Below_Average,17199,0,One_Story_1946_and_Newer_All_Styles,0,0,4,914,0,1961
177000,1337,Attchd,2,522,Pave,AllPub,0,North_Ames,0,Above_Average,10943,26,One_Story_PUD_1946_and_Newer,0,68,5,1337,0,1997
113500,1092,Detchd,1,264,Pave,AllPub,0,Briardale,0,Above_Average,2205,21,Two_Story_PUD_1946_and_Newer,0,0,6,525,567,1973
113000,1218,Detchd,1,264,Pave,AllPub,0,Briardale,0,Above_Average,1890,21,Two_Story_PUD_1946_and_Newer,0,28,7,672,546,1973
356000,NA,Attchd,3,730,Pave,AllPub,0,Northridge_Heights,0,Excellent,12469,96,One_Story_1946_and_Newer_All_Styles,0,36,7,1816,0,2006
318000,1694,Attchd,3,818,Pave,AllPub,0,Northridge_Heights,0,Very_Good,12030,93,One_Story_1946_and_Newer_All_Styles,0,228,7,1694,0,2007
322400,NA,Attchd,3,856,Pave,AllPub,0,Northridge_Heights,0,Very_Good,11825,91,One_Story_1946_and_Newer_All_Styles,0,112,7,1694,0,2006
450000,2046,Attchd,3,878,Pave,AllPub,0,Northridge_Heights,175,Very_Excellent,15431,105,One_Story_1946_and_Newer_All_Styles,0,65,7,2046,0,2005
280000,2172,Attchd,3,947,Pave,AllPub,0,Northridge_Heights,0,Good,14154,109,Two_Story_1946_and_Newer,0,62,9,1071,1101,2006
250000,1634,Attchd,3,866,Pave,AllPub,0,Northridge_Heights,0,Very_Good,11428,98,One_Story_1946_and_Newer_All_Styles,0,44,7,1634,0,2006
418000,NA,BuiltIn,3,814,Pave,AllPub,0,Northridge_Heights,0,Excellent,13654,118,Two_Story_1946_and_Newer,0,55,9,1722,1036,2005
354000,2468,BuiltIn,3,872,Pave,AllPub,0,Northridge_Heights,0,Very_Good,12099,99,Two_Story_1946_and_Newer,0,154,10,1136,1332,2004
194700,1362,Attchd,2,460,Pave,AllPub,0,Northridge_Heights,0,Above_Average,7577,61,One_Story_PUD_1946_and_Newer,0,28,6,1362,0,2005
204000,1302,Attchd,2,631,Pave,AllPub,0,Northridge_Heights,0,Above_Average,3901,34,One_Story_PUD_1946_and_Newer,0,50,5,1302,0,2005
318061,NA,Attchd,2,617,Pave,AllPub,0,Northridge_Heights,0,Excellent,7820,68,One_Story_PUD_1946_and_Newer,0,54,6,1869,0,2007
221370,NA,Attchd,2,550,Pave,AllPub,0,Northridge_Heights,0,Very_Good,6240,48,One_Story_PUD_1946_and_Newer,0,38,6,1324,0,2006
171925,NA,Attchd,2,440,Pave,AllPub,0,Gilbert,0,Above_Average,8857,62,Two_Story_1946_and_Newer,0,30,7,738,757,2006
198444,1746,BuiltIn,3,350,Pave,AllPub,0,Gilbert,0,Above_Average,9729,63,Two_Story_1946_and_Newer,0,34,6,698,1048,2006
166000,1504,Attchd,2,440,Pave,AllPub,0,Gilbert,0,Above_Average,8229,72,Two_Story_1946_and_Newer,0,32,6,752,752,2007
177594,1456,Attchd,2,400,Pave,AllPub,0,Gilbert,0,Good,7713,64,Two_Story_1946_and_Newer,0,24,7,728,728,2007
